hour,dayofweek,char_count,total_words,num_exclaim,clean_text,target_reaction
6,3,19,4,0,i m listening music,1
6,3,82,20,0,ahh it s okay we still got ed davis it s hard for me to feel rancor right now haha,1
6,3,41,6,0,watching mortal thoughts 1991 on lifetime,1
6,3,90,17,1,morning everyone even though its pouring cats and dogs outside its going to be a great day,1
6,3,9,2,1,good luck,1
6,3,46,9,0,serious change your name mich is a decent name,1
6,3,116,24,1,i really draw yes i m no pro but i ve got experience 5yrs of art class in high school creative degree always drawing,1
6,3,89,16,2,welcomes new employee josie too cute and she slept through the night last night good girl,1
6,3,92,16,0,well there was this basketball thingy on last night perhaps that s why the hurried departure,1
6,3,68,16,0,off to register the jeep in my home state again it s good to be home,1
6,3,34,7,0,is that his quot serious quot face,1
6,3,44,8,0,congratulations to you jools and the girls x,1
6,3,73,13,0,you should show this to people before you subject them to my indifference,1
6,3,65,13,0,doors dead cats dead rats no we didnt getting our name from there,1
6,3,35,6,1,we were discussing dogs in weddings,1
6,3,95,21,1,gonna go gift hunting for hubby s bday i hope that wallet looks as good as it does online in rl,1
6,3,13,4,0,go to town bb,1
6,3,17,4,0,as the day begins,1
6,3,59,11,1,going to mgm im gonna ride the rockin rollercoaster all day,1
6,3,70,14,1,put that sledgehammer down woman do u know how much that imac cost lol,1
6,3,9,2,1,hey smile,1
6,3,23,5,0,good morning to you too,1
6,3,121,22,0,they re divine just had a blackcurrant you can taste the rose petal whoever said ice lollies were for kids need2try these,1
6,3,101,23,2,heck yes i love you guys i ve thought of faking a haunting just to meet you but i m not that thorough,1
6,3,34,6,1,i would never deface spot property,1
6,3,21,6,0,give me a call part 2,1
6,3,72,15,0,i am doing well also i am defiantly getting fed up with this snow though,1
6,3,87,17,0,episode 4 recorded phillipe timmy and will hosting hope y all enjoy it when it s online,1
6,3,27,6,0,off to snuggle into bed yay,1
6,3,119,24,0,been filling like i have earphones for the past hour which was very strange and now i just found out i really wore them,1
6,3,74,17,0,i bought myself a new fox flux the other day my giro xen was a similar age,1
6,3,30,6,2,not to mention the free drinks,1
6,3,70,11,1,finally downloaded the runkeeper iphone app first run to track tonight,1
6,3,38,9,0,i s sorry but really glad you are back,1
6,3,78,11,0,db attach option deletedatabase does not delete the database sharepoint spbpuk,1
6,3,36,8,1,last day of classes for me this week,1
6,3,42,10,1,i m featured today on today that s so cool,1
6,3,62,15,1,greetings from earth it s going to be a good day i can feel it,1
6,3,90,21,0,ps i m just figuring out what this twitter is and i am not sure what i m supposed to write,1
6,3,14,3,1,snow day today,1
6,3,7,2,0,will do,1
6,3,65,13,0,nah only if you click quot next quot too hastily in the installer,1
6,3,104,20,0,broke twitter on monday the real reason is was down during the game because he was stalking the unc team,1
6,3,53,12,0,ah it was pretty good boo tank you how was your night,1
6,3,79,14,0,have downloaded shall read after have finished life of pi looking forward to it,1
6,3,65,14,1,wow that s a very nice name doug huhuhu but i still prefer dougie,1
6,3,29,6,0,wow ubuntu beta on my netbook,1
6,3,10,3,0,got a clue,1
6,3,64,15,0,itoodles my mom has 3 of us she would have moar if dere moar rum,1
6,3,48,11,2,makin moves im prouddd of youu miss ya how is la,1
6,3,20,3,1,lucky you mrskutcher,1
6,3,60,12,1,twitter must have had a meltdown last night huh all good now,1
6,3,48,10,6,f ing hell this cheesecake is fantastic i m good,1
6,3,38,8,0,just had a lovely lunch with the girls,1
6,3,102,23,13,i am i may have bombed the last contest but boy is life coming 2gether now i have my 100 goals tis why,1
6,3,48,9,3,has got a million things running through my mind,1
6,3,73,16,0,u seem to love the new ff beta never seen so many updates from you before,1
6,3,18,3,1,talk about twitter,1
6,3,59,10,1,very cool second timrs the charm looking forward to results,1
6,3,122,25,0,i take it you re downtown if you re on north michigan avenue the lush inside of macy s is right across street from borders,1
6,3,17,3,0,quot lawyers quot,1
6,3,81,17,1,i m a circus act these days juggling it all beats having nothing to juggle at all,1
6,3,134,27,2,oooh hummus is lovely forgot about quinoa too it s lovely looks like you ve got it all sorted yeah i m looking forward to baking bread,1
6,3,52,11,2,ain t that the truth have fun with the cakes jealous,1
6,3,72,14,3,name gt gt gt are oh es es brooklyn gt gt hopefully something productive,1
6,3,21,5,0,oops nvm pic is there,1
6,3,61,15,0,like the dress i can t wait to see how amazing you look in it,1
6,3,78,17,1,hope your tea tray includes a sharp knife you ll need it to cut cake later xxx,1
6,3,27,6,0,yeah but how s the humidity,1
6,3,99,20,5,hello world it s tuesday which is not nearly as good as friday but a helluva lot better than monday,1
6,3,67,12,2,was looking out holiday clothes getting more and mor excited 5 days,1
6,3,94,21,0,congrats on the rebrand i don t see how you have time for all the stuff you re doing this year,1
6,3,30,5,0,is reading my favorite pastime,1
6,3,108,21,0,our fingers are crossed too quite a relief to know he feels better hoping your work is coming along fine too,1
6,3,39,7,0,is drinking sunny d and eating goldfish,1
6,3,87,19,2,ok i did a precise measure now 19 seconds wow on an un overclocked e8600 not bad at all,1
6,3,119,26,1,are we looking at the pink glove is that yours i love using my looms so easy but never thought a glove could me be made,1
6,3,106,22,1,now that i understand why kutner died on the show i feel better i was uber pissed sad last night lol house,1
6,3,47,8,2,yeah it got fixed pretty soon afterwards thanks,1
6,3,98,22,1,i can t believe y all are coming to my city next it s no villefranche but atl is gorgeous have fun,1
6,3,51,13,1,you re no fun i want to know what you re working on,1
6,3,83,16,0,perhaps you should divide production into bits so you don t burn out just a thought,1
6,3,36,6,0,thanks for responding glad you agree,1
6,3,12,3,3,ol boa tarde,1
6,3,38,8,1,my finger monster now has a name rocky,1
6,3,31,9,0,don t even know who s car it is,1
6,3,50,10,0,no tweets disappearing as of yet thats a good sign,1
6,3,117,19,2,didn t realize yr in premed congrats daphne any plans to visit ohio historic conservative meeting on campus beautiful,1
6,3,36,6,0,thanks for responding glad you agree,1
6,3,31,8,0,damn this spelling crap i t i m,1
6,3,31,4,1,unfortunately not genius though,1
6,3,84,18,0,organizing quite a tweet summit there et al not certain i can commit but i d like to,1
6,3,65,13,0,what were you referring to lol this is the bad part about twitter,1
6,3,89,17,2,im from belfast haha y does everyone characterize quot wee quot with us hope you have fun,1
6,3,14,2,0,hello everyone,1
6,3,62,14,0,slept at 4 in the morning to bad wasn t listening to that song,1
6,3,21,3,0,good morning everyone,1
6,3,101,20,2,loving the cold and i want you to apply for the march of dimes collegiate council want details msg me,1
6,3,39,9,0,lol it s cool maybe you need a breather,1
6,3,25,4,0,thanks for the meowmonday,1
6,3,135,25,1,good morning jobangels a very happy tuesday to you all welcome new members we appreciate you joining in our cause to help amp be helped,1
6,3,58,11,6,whah thats crazy amazing crazy but crazy 9 discs must have,1
6,3,111,19,0,yes indeed texas keeps things interesting hope you re doing well we should grab lunch when your schedule allows,1
6,3,91,16,0,cloudforce lots of talk about the content library in the sales cloud track worth looking at,1
6,3,92,21,0,ur a dba expert what is your expert opinion to this so question a bit of a hot topic at work,1
6,3,118,23,0,just press quot r quot and it refreshes the page much better then twitterberry and use standard its like being on a pc,1
6,3,133,32,0,why does jack love when i yell at him he thinks it funny when he 4gets shit ima 4get him and let s see how funny it is lol i love him,1
6,3,103,20,2,haha good morning sir i agree with that it is the little aggregator that could have a funtastic day man,1
6,3,98,21,1,my interview is on the 16th and not the 9th so can go out tomorrow and enjoy the football and beer,1
6,3,135,24,2,last night i started scottish country dancing lessons with my boyfriend talk about in the deep end was a real giggle amp great exercise,1
6,3,25,5,0,hope your day gets better,1
6,3,88,17,0,recording eh only if i can be dressed as a frog throughout and mention it multiple times,1
6,3,106,26,0,i m off today so i got to get my house cleaned i t not bad just a little bit here and there wont take long,1
6,3,39,4,0,livemercial basketball bracket champion,1
6,3,47,10,0,have a good night sleep well at the 2nd attempt,1
6,3,86,17,0,defo jonsie i have had a manic weekend so forgot to finailse our plan watch this space,1
6,3,34,6,0,how are you today madame beautiful,1
6,3,79,14,0,so where is the point increasing your efforts till work reaches free time again,1
6,3,22,6,1,no but i do now thanks,1
6,3,9,2,0,thank you,1
6,3,36,7,0,and then there were two almost there,1
6,3,123,25,1,packing up loading out over to bro s for the morning then off for san antonio in the afternoon tonight we take in the alamo,1
6,3,36,9,1,me is nine eps behind don t spoil it,1
6,3,72,13,0,twitter people check this out he has his coffee only at barista everyday,1
6,3,116,27,0,its just a saying got tons of work to do and i ll kick start it with a very strong coffee he he not sure about twitt,1
6,3,112,24,0,i didn t see your email hmm i just followed you on twitter so you can dm me your information instead if you want,1
6,3,26,4,0,is watching hannah montana,1
6,3,20,3,0,good morning twitter,1
6,3,115,25,0,so there is light at the end of the ideal home show tunnel after all hope the 7 remaining days of the show are good,1
6,3,48,9,0,trying to work today kaitlyn still bleh her word,1
6,3,78,15,1,morning i hope today is as great as yesterday i laughed until i couldnt breath,1
6,3,83,18,0,hmm as things are at the moment no but we ll be perfect little angels when you come,1
6,3,51,9,0,how s the macheist bundle treating your windows box,1
6,3,127,25,0,fixed the money problem also my cousin now lives in north london instead of slough and says housing me for a week is no problem,1
6,3,62,11,0,i disagree women are clearly better at multi tasking google it,1
6,3,32,7,1,good day tweeps have a great day,1
6,3,86,15,1,well good morning i think lol nothing like playing muscial chairs with where you sleep,1
6,3,122,27,0,losing those 2 guys is huge but you gotta deal with it time to call up weber for the pp amp price to take some nyquil habs,1
6,3,51,10,0,you make the milk look really good in your pictures,1
6,3,29,5,0,is working on her listography,1
6,3,94,20,1,it s tuesday at work still riding the high from the workout last night it should be a good day,1
6,3,47,10,1,that is so cool good to hear thanks for sharing,1
6,3,115,24,0,don t get upset by it not worth it besides if they do that with enough people their accounts will not be so popular,1
6,3,77,16,0,it is going to be sunny and 11 celcius friday and sunny and 15 saturday sweet,1
6,3,31,9,0,do u know ur joe is on here now,1
6,3,51,10,1,totally love this pic are you singing it in finnish,1
6,3,31,5,1,haircut feeling fresh and clean,1
6,3,17,5,0,i m with ya there,1
6,3,16,3,0,todd loves steps,1
6,3,119,28,1,i m absolutely interested i ll shoot you my info in a dm or of course feel free to share it in a reply and i ll retweet,1
6,3,47,9,1,poor fortunately you have a good sense of humor,1
6,3,82,16,0,toothpaste if you use the whitening stuff the bleach will burn a layer of skin off,1
6,3,56,14,1,yes but today daddy has them i m out for the day to work,1
6,3,72,14,0,evening carlota not bad thanks a bit tired but that is normal rolls eyes,1
6,3,12,2,0,good morning,1
6,3,53,11,0,haha well it s never a permanent state for me offline,1
6,3,35,7,1,trying to figure out how this works,1
6,3,63,13,0,and then look bemused when i take it off of their alloted hours,1
6,3,48,10,0,beans on toast with simona can it get any better,1
6,3,34,6,0,haha they are a flamin distraction,1
6,3,100,21,2,ok now i have tkts for 2nite fast and the furious hope is great after being sold out for the weekend,1
6,3,39,8,0,yo i live in jacksonville lets do lunch,1
6,3,50,10,1,wasn t the miami valley already frozen it s winter,1
6,3,72,16,1,may 6th we couldn t wait any longer i was waiting for someone to ask lol,1
6,3,68,12,0,going back to straighten my hair download some nds roms first though,1
6,3,71,16,1,it s going to be a beautiful day i am going to have a new granddaughter,1
6,3,96,19,0,wants something to eat but cant decide what to have shortstack were on home and away and hi tori,1
6,3,53,10,5,congrats ill def go and support the tc media takeover,1
6,3,45,9,2,i m learning to twitter beats doing the taxes,1
6,3,92,20,0,i thought it said quot looking to get a shot quot for a second i m interested in both mesh09,1
6,3,106,19,0,thank you precious woman may you receive that and exceedingly more than you could ever hope for or imagine,1
6,3,22,6,2,iowa no 2 in happy yea,1
6,3,27,5,0,i went to starbucks earlier,1
6,3,73,16,1,u ve got a list for fellow hotties you gonna have to share that one amigo,1
6,3,52,10,0,congrats hopefully we will be seeing you in the fall,1
6,3,16,3,0,hot chocolate xx,1
6,3,31,7,0,time to bust out the green wing,1
6,3,125,23,0,yeah 16kg is around 40lbs glad you liked the interview i did with steve cotter quigong is sucha valuable part of any training,1
6,3,45,8,0,i adore your music you are extremely talented,1
6,3,15,2,1,yummy starbucks,1
6,3,53,11,0,imy frankieeeee lt 3 found any good books to read yet,1
6,3,37,7,0,photo eatsleepdraw so weird i like it,1
6,3,35,6,1,just woke up good morning everyonee,1
6,3,87,20,0,oh that s good to hear but is it over already or you ll continue it after the holy week,1
6,3,103,21,1,heading home today for easter break my parents don t think i ll be home til thursday so what a surprise,1
6,3,70,16,0,damn it have to make it a proper website one day with the help of tiff,1
6,3,32,7,12,welcome tweet lt 3 lets get this,1
6,3,31,7,0,i am really good tired but good,1
6,3,117,24,0,there is a stray cat on campus that looks like garfield the students are always feeding him so he is very fat like me,1
6,3,7,2,0,you too,1
6,3,51,11,0,have you seen this link me thinks you might like it,1
6,3,27,5,0,caution it can be addictive,1
6,3,128,24,0,oh we have quot antiques roadshow quot it is strangely addictive it s kind of funny when people find out their junk is worthless,1
6,3,37,8,0,lol you and me both grumpy and bitter,1
6,3,20,4,0,goooooood hwo re you,1
6,3,35,6,0,lol the conbrainer store thats cute,1
6,3,42,10,2,me too it s gonna be awesome eeek one week,1
6,3,37,7,0,decently functional i m at work today,1
6,3,61,15,0,my list is short so does that mean the my god is huge too lol,1
6,3,86,16,1,i m not really feeling the whole going to class and being productive thing today hooky,1
6,3,19,4,0,that dalek is great,1
6,3,59,11,0,positive mental attitude today can t be as bad as yesterday,1
6,3,43,7,3,ecstatic that wal mart now carries sambazon,1
6,3,139,25,2,laughter is indeed the best medicine whatever ur situation today find a reason 2 smile wholeheartedly god is good faithful amp loves u lt 3,1
6,3,108,20,0,what is the software on the middle screen i have used adobe premiere and sony vegas for amateur video making,1
6,3,72,15,0,insulting did you invent it now i know what to get you for your birthday,1
6,3,101,23,2,i m very very hungry don t anyone on my timeline dare to talk about food or i ll seriously eat you up,1
6,3,40,7,0,cflsc1 enough of the shameless book plug,1
6,3,102,18,4,what was channel and time of prog politicians with no formal training bathe in simplexity a la cnutroy,1
6,3,18,3,2,welcome to twitter,1
6,3,83,17,0,sooo cool thanks so much our stuff just shipped so i should have soon your the best,1
6,3,50,10,0,we don t have tix just going to attend festivities,1
6,3,86,15,2,magic rejuvenation hmm i m thinking triple oxygen mask and a blissage105 hang in there,1
6,3,104,25,1,good morning the sun is shining and i am going to the beach with a few bff s see later when i am all tan,1
6,3,20,4,0,afternoon to you too,1
6,3,101,20,0,my co workers are my guinea pigs lucky for them i m testing recipes from my ultimate cookie cook book,1
6,3,93,18,1,i want to read p d james s the children of men though interesting premise yay for futuristics,1
6,3,95,21,0,oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha xx,1
6,3,57,12,0,working on a film have been busy have a nice day everyone,1
6,3,89,19,1,i m home from school yay wasn t that bad actually and i had a nice dinner with graceeeeee,1
6,3,61,10,0,the fluider an interface the better regardless of the purpose,1
6,3,37,7,0,glad you enjoyed your first day frend,1
6,3,71,18,1,that s pretty cool man i m not a fan but lossless ftw i ll check it out,1
6,3,121,24,1,yeah still chilly here too but s posed to return to normal temps this week gonna spend some time with the girls this week,1
6,3,105,19,1,is getting ready to take munchlet to the vet then doing absolutely nothing but relaxing next two days off,1
6,3,86,16,2,make sure you email me to enter this month s giveaway makeup from pink quartz minerals,1
6,3,40,7,0,thanks and for the enternships com plugs,1
6,3,53,11,0,i m gunna have a lazy day today woo good timezzzzzzzz,1
6,3,49,10,0,thinks she found a good group to help her refocus,1
6,3,98,18,0,good morning only about eight hours until noodles the only positive thing i can think of right now,1
6,3,59,12,0,lol i thought this was a post about buying good cheap wines,1
6,3,126,21,1,is proud that wilmington de has decreased the number of homicides compared to this time last year by 62 absolutely commendable,1
6,3,33,7,3,that is great to hear thanks chip,1
6,3,53,12,0,i love jesus too and im getting ready for school lt 3,1
6,3,47,9,0,planning to do that too while in transit anyway,1
6,3,52,11,0,and such a beautiful if typically mac y web site too,1
6,3,27,5,0,found st thomas and waiting,1
6,3,80,18,0,well compared to other areas west of us i ll take our 50 degrees and run with it,1
6,3,64,14,0,tr im are doing it with nambu bit ly are doing it with tweetdeck,1
6,3,89,18,1,my band director just said quot as king julian would say don t play like pansies quot lol,1
6,3,27,7,0,have a great day back at ya,1
6,3,18,4,0,don t quit twitter,1
6,3,82,17,0,after im gonna have a lok in d argos catalouge 4 summ bday pressies or look online,1
6,3,79,19,0,i m always cheerful when it s sunny at atl means i ll get the heck away on time,1
6,3,16,3,0,good morning all,1
6,3,10,2,0,no problem,1
6,3,31,6,0,hey guys at home watching telly,1
6,3,39,8,0,i imagine it would be not exactly close,1
6,3,119,23,0,wheat thins and diet dr pepper breakfast of champions or people who wake up late and grab the first thing they can find,1
6,3,133,29,2,cool now i have my own leaping theme music i am going to forgo thinking about the fact that it is the pepe le pew music and just leap,1
6,3,46,12,0,is that me tony price is on here too as is fab,1
6,3,43,8,0,thats just the brilliance of tim coming out,1
6,3,66,15,1,yess i do and im in boston for a college fair and not school hahaa,1
6,3,12,4,0,is on the go,1
6,3,64,15,0,i got 3 hours of sleep last night double shot latte and i m good,1
6,3,67,14,0,i laughed so hard at that statement so hard i needed that thank you,1
6,3,126,23,0,reminds me of your quot emotional response quot point deleting mails in gmail and why i turn off face recognition in iphoto 09,1
6,3,32,6,3,fucking hell prada saved the day,1
6,3,112,24,0,it was one of hugh s at eastern standard but it s definitely one i ll be planning on making myself in the future,1
6,3,30,7,0,god wrote that i just typed it,1
6,3,66,15,0,i think ive run out of jack bauer jokes or paul o connell ones too,1
6,3,62,10,0,firstly thank you secondly is the kite runner historically off,1
6,3,111,20,1,why yes she is the exceptionally talented goose that works for you and brioso well you just wouldn t understand,1
6,3,111,23,0,all i have to say about studio setup is that i d die without my flat files designed my whole studio around them,1
6,3,131,30,0,i love the fact that i said it like chandler in my head as i read it and then kept reading n saw u say quot just like chandler quot,1
6,3,91,18,0,quot tagged as punk punk rock pop punk new york more people should listen to this band quot,1
6,3,63,13,2,hey doing well looking forward to meeting up with you and in dc,1
6,3,33,8,0,well can you link me to it anyway,1
6,3,56,9,0,totally craving chocolate and starbucks only 4 days left,1
6,3,30,7,0,maybe more hugs is what i need,1
6,3,68,15,1,today s goal complete everything on my to do list or nap all day lol,1
6,3,66,17,1,vou ler atd foi uma maratona let s just say i m glad it s over lol,1
6,3,82,18,0,aww i am proud to be your first reply and that i have taken over your updates haha,1
6,3,89,17,0,would i strive for anything but perfection come on i thought you knew me better than that,1
6,3,72,16,0,and s little love tweets are so cute however and s make me want to vomit,1
6,3,23,6,1,hey there sent you a dm,1
6,3,12,2,0,good morning,1
6,3,68,13,0,had a lovely night with the best boyfriend and two very good friends,1
6,3,44,9,1,absolutely are you due in melb any time soon,1
6,3,90,19,1,me too i want to have an overnight drinking session with friends and i mean all of em haha,1
6,3,88,15,0,nothing before blogworld expo on the schedule at this stage have netbook will travel tho,1
6,3,75,16,1,spbpuk we ve got a snorer in the it pro track really it s quite interesting,1
6,3,60,10,1,interesting that i was just asking myself that same question,1
6,3,68,13,0,hates the people on facebook trying to convince jp1 to get an iphone,1
6,3,36,8,0,it s a nice piece of software indeed,1
6,3,122,25,2,yo mate it is working like a charm be prepared to tweet my feed some interesting people to follow too if you can find them,1
6,3,56,11,0,hey hey hey just joined twitter sounds like a nice thing,1
6,3,49,11,0,thank god for slept in and he took ava to daycare,1
6,3,71,16,0,thank you i thought it was pass it around have a great day luv ur stuff,1
6,3,75,16,0,i was assigned to sit next to the most awesome student in my class y hahaha,1
6,3,18,3,0,hello new follwers,1
6,3,54,11,1,aahhh i need sleep but cloverfield at 3am was worth it,1
6,3,105,20,0,greetings jason so far twitter s great today thanks for taking a moment for us enjoy your swim hugs angel,1
6,3,120,26,0,lol yeah they can be loud so depends where your dryer is but they do get rid of the static very sneaky bout the dog lolx,1
6,3,100,23,1,omg serious why not it was shit im getting thursday off tho wat do you want to do i got a reply yeow,1
6,3,58,10,0,my workplace gets so much better when good weather strikes,1
6,3,113,25,1,oh dear it s nearly bedtime at least i m sure tomorrow will be better i have urge to hibernate but got work to do,1
6,3,61,14,2,you re such a sweet daughter in law i hope it goes well today,1
6,3,113,23,1,no just didn t know if you thought putting stuff on your cat was phobe instead of phile glad kittys like the dome,1
6,3,70,14,0,bb jackz47 good morning fellow coffee lover glad to know ur up with us,1
6,3,60,12,0,did you go to the gerhard richter exhibition i love it there,1
6,3,36,7,0,also do you own any designer clothes,1
6,3,31,6,0,im so loving my great workspace,1
6,3,72,13,2,starting my day out with a positive attitude to be great watch greatness,1
6,3,95,21,0,hope u have a good ride if the weather is decent if only the weather was like that where i live,1
6,3,81,16,2,i ve been at school since yesterday good morning demi lovato im a fan from canada,1
6,3,28,10,0,oops again its t w i t t e r,1
6,3,118,19,0,the orange tv iphone app is really disappointing low quality video streams and obviously nothing interesting on the tv,1
6,3,55,13,0,don t make a topic am sure you ll get some replies soon,1
6,3,77,17,0,hey golden is here with me and just wanted to say hi and have a great morning,1
6,3,29,8,2,even i can t run that far yet,1
6,3,92,19,1,lol good id we should all dress up as twitt bird and listen to twit podcast all night thanks,1
6,3,42,7,0,thanks for helping share the postrank love,1
6,3,25,5,0,is now washed and dressed,1
6,3,109,22,0,awwwwww i really wish i could be there to give ya some serious tlc rachel hun sending ya huge hugz and kisses,1
6,3,89,18,2,just watched chris moyles quiz night from last night alan carr is too funny he s the best,1
6,3,50,11,0,she s soo cute good luck with the museum thing lol,1
6,3,18,3,0,working like crazy,1
6,3,114,20,1,i love it so exciting to see new growth everywhere insects making most of first pollen bustling in hedges birdsong,1
6,3,37,6,0,chillin with lucy beautiful day today,1
6,3,140,28,1,trying out quot delicious library 2 quot with mixed results the bar code thought i wanted to add a sport bra instead of a drill cool app tho,1
6,3,60,12,0,ha ha i started something with the rocquestar thing didn t i,1
6,3,115,25,0,awake hopin my big brother gots time 4 me 2day just a lil bit atleast yay but katelyn might come up to hang with me,1
6,3,74,16,2,we were approved for a cute townhome so much closer to work i m so excited,1
6,3,81,11,0,stanford summit 2008 short video remebering magical funtastic roller coaster ride,1
6,3,102,23,0,i ate candy cigarettes but i didn t eat the wax once i drank the coke i did however eat the candy lips,1
6,3,56,11,3,hey mariedees welcome to our twitter feed g mornin to ya,1
6,3,8,1,0,niiiceee,1
6,3,55,13,0,prays for his new job career praise god i got a new job,1
6,3,34,7,1,i love sleeping until i m finished,1
6,3,101,18,0,just had a conversation with about how dependent we seem to be of internet and mobile phones nowadays,1
6,3,96,14,0,more deinstallation fun wielding power drills amp being in love with my spreadsheet organization,1
6,3,88,13,0,is reading through some interesting articles on our own extranet surprisingly good stuff,1
6,3,75,12,0,people say they feel expressionistic i ve never heard them say pointalistic,1
6,3,103,19,0,yeah i remembered reading about that i think someone else mentioned it there s still room in the market,1
6,3,69,16,1,taking son to have his braces taken of big day in teen age boy s life,1
6,3,41,7,0,getting ready for class much rather sleep,1
6,3,19,5,0,i want one of those,1
6,3,82,19,0,oh the puns the bad bad puns i think i ll quite like the new clear sounds though x,1
6,3,132,26,0,sitting in the studio talking to danniee beee who is ignoring me as he is adding friends to his facebook that is until he reads this,1
6,3,66,14,1,homework all day 2 assignments due by 4 30 but they re almost done,1
6,3,44,7,0,hmmm my mom well thanni thelichu vettutaanga,1
