hour,dayofweek,char_count,total_words,num_exclaim,clean_text,target_reaction
8,2,23,6,0,hugs tight don t be sad,0
8,2,113,21,1,found out today the word ranger is another term for a person with red orange hair like an orangatan how offensive,0
8,2,60,11,2,computer finally broke i think it s the motherboard oh great,0
8,2,43,9,0,i wish i could just be everything they want,0
8,2,105,23,0,i know dudes had no idea how to drive finally i bumped into the bastards and they kicked me out for a lap,0
8,2,100,21,0,i can t have cake because my tooth hurts too much for solid foods this is a terrible thing to happen,0
8,2,43,6,0,maths exam was interesting english tomorrow,0
8,2,109,27,2,well i m 1 2 through my to do list not too bad except all the huge jobs are on the end feel sick too need nap,0
8,2,50,14,1,o i wanted the rest of her too she s a sexy lady d,0
8,2,91,20,1,work bound and runnin on a few hours of sleep from the past couple days woo and sick on top,0
8,2,84,13,0,it townhall this morning keeping my fingers crossed last time they announced layoffs,0
8,2,17,4,0,ugh im too sleepy,0
8,2,38,7,1,woke up this morning headache this big,0
8,2,7,1,3,working,0
8,2,85,20,0,went to visit the doctor says that i need a bone scan and some p t pray for me please,0
8,2,101,22,1,i didn t even bother with it this year esp w o terry did i really miss out on something quite special,0
8,2,64,16,0,i am goona get ready for dance in a min but cant be bothed to go,0
8,2,14,3,0,just too tired,0
8,2,53,11,0,stayed up way too late going to pay for this tomorrow,0
8,2,19,5,0,just said bye to cj,0
8,2,68,11,3,i need faster bis for my boldie uaaaarggghh come on indosaaaaaattttt,0
8,2,87,17,0,maybe i should start an earphone fund and ask people to donate good cause na hmm boohoo,0
8,2,19,4,0,i got strept throat,0
8,2,82,15,0,i m disgruntled and disenchanted so much for my wpf project i was actually excited,0
8,2,59,12,0,nice one matt as they say up north where i am unfortunately,0
8,2,16,3,0,no more evensong,0
8,2,105,24,0,aw that sucks im on a contract so it s all good cant decide what mcfly song to have as my ringtone lol xx,0
8,2,29,4,0,summer classes start tomorrow,0
8,2,33,7,0,my doctor is leaving on june 30th,0
8,2,72,13,0,driving across nd this morning realizing how much i miss hills amp trees,0
8,2,15,3,0,mowing the lawn,0
8,2,33,9,0,i ve never been so wet in my life,0
8,2,76,16,4,monday monday monday it took me longer than usual to get up and face the day,0
8,2,89,16,2,got my tooth pulled finally virtually painless when it happened but now oh my frackin god,0
8,2,10,1,0,bronchitis,0
8,2,74,16,0,i should drink lots of water at this point but my tongue doesn t feel well,0
8,2,129,28,0,no cell phone today lending it to christina i hope she has fun i always feel bad when i have to leave my guests alone in the city,0
8,2,34,7,0,manda is having the worst day ever,0
8,2,33,8,1,haha it doesn t snow where i live,0
8,2,103,21,0,lol quot uh true quot yeah lionhearted mixtape is hot still in my rotation now you no reply to my email,0
8,2,12,3,0,aw with what,0
8,2,32,6,0,the americans are hiding from me,0
8,2,27,6,0,i hope you feel better soon,0
8,2,35,9,1,don t let some guy s bring you down,0
8,2,49,13,0,coming to work was a bad idea i want to go to bed,0
8,2,15,3,0,back in calgary,0
8,2,110,22,0,everything isn t really in your hands my pal is really going through his hard times i can t even accompany him,0
8,2,107,22,0,didnt think i would be babysitting for aslong as i was i now have 3 pages of physics revision to do tonight,0
8,2,53,12,0,i can still smell dat anti freez all up under my hood,0
8,2,127,23,1,i just don t understand the irresponsibility of some people but in this country is just how they work missing chile soooooo bad,0
8,2,17,5,2,y are you in pain,0
8,2,82,17,2,yeah i know i m having nicky withdrawls didnt get 2 see the match last week either,0
8,2,33,7,0,oh noz that sounds like a problem,0
8,2,8,2,0,so tired,0
8,2,106,22,0,thanks looks like he may not race again 2 broken femur s 1 broken tibia rib or 2 arm wheelchair for months,0
8,2,15,3,0,monday lucky me,0
8,2,59,15,0,awwww damn and if i wasn t here i could have had my cee cee,0
8,2,88,22,0,i can t believe i ve got such a bad luck with men what have i done wrong in my past life,0
8,2,114,23,6,starvation is the demonic force i have been crowned with today i cast u away right now i need to eat something lol,0
8,2,118,27,0,im bored lol i m just counting down the days i start up at my job again it will feel so good to get a paycheck finally,0
8,2,50,10,0,going to get my mugsho i mean passport photo taken,0
8,2,103,23,1,oh high school good luck with that it ll be fun i miss hs right now hm pretty much nothing what a bluff,0
8,2,33,8,0,but i m sitting right next to you,0
8,2,78,17,1,anyone in dc need baby stuff check out what i m selling my baby is getting big,0
8,2,16,3,0,being very bored,0
8,2,24,6,0,i know right amp its iss,0
8,2,69,17,2,i know im so happy i needed a break i wish you could have a break too,0
8,2,19,4,1,is having her exams,0
8,2,50,9,1,just remembered that i have to work tonight hohumm,0
8,2,32,7,3,did so rubbish in her maths exam,0
8,2,107,19,0,i just receive a message from terminatorwiki s admin stating that tscc is dead they are citing this article,0
8,2,95,18,0,work stressin about our colleague that just had a heart attack and is in the hospital right now,0
8,2,131,28,0,noo its hella nasty outside i thought i was gon hit up the beach 2day but i guess not florida weather sux 2 the extreme smdh but if,0
8,2,21,5,0,i hate peeing in cups,0
8,2,82,17,0,doing yard work still have to wait to put my flowers in the ground damn ct weather,0
8,2,109,20,1,no jazzercise for me tonight just found out skee s parents are staying at our house tonight see you wednesday,0
8,2,24,5,0,oh dear sorry about that,0
8,2,4,1,0,fail,0
8,2,17,4,0,yep i m concerned,0
8,2,45,11,0,4 times i ve ridden it my sister says no more,0
8,2,82,17,0,so apparently i m dehydrated so my doctor told me to move my final oh this disease,0
8,2,73,17,0,no i didnt lol as im in england l weve just got rain floods of rain again,0
8,2,9,2,0,sadly yes,0
8,2,59,11,0,even wolframalpha cannot tell me how to mend a broken heart,0
8,2,36,9,0,at work wishing i was on my way mmov,0
8,2,52,11,0,back at work and having my mid morning pop tart haha,0
8,2,91,18,0,joleen and i were dissapointed you didn t bite on our 4 hour dinner break line this weekend,0
8,2,21,4,0,palmetto was my kenny,0
8,2,25,4,0,most painful haircut ever,0
8,2,25,5,0,monday the worst day ever,0
8,2,86,15,1,fucken stupid teacher wont hand out the finals already imma forget everything ah ah ah,0
8,2,44,9,0,my cough wont go away and neither will jacks,0
8,2,55,14,0,i m watching tv because i m ill and have to stay in bed,0
8,2,101,19,0,taking dan to the dentist he has five cavaties two decaying wisdom teeth and a chipped tooth poor guy,0
8,2,69,16,0,hoping it warms up some i really do not want to cut on the heat again,0
8,2,80,15,0,allergies and exhaustion don t mix well plus did i mention it s freakin freezing,0
8,2,48,9,1,i want a burrito too my morning feels incomplete,0
8,2,24,5,0,really doesn t feel good,0
8,2,44,7,0,internet explorer makes me wanna hurt people,0
8,2,21,4,0,catching up with work,0
8,2,36,9,0,laying in bed i don t feel very good,0
8,2,108,23,1,spent the weekend house hunting but no luck so far in my head the first place we saw was going to be perfect,0
8,2,20,5,1,that wasn t me sorry,0
8,2,32,7,1,shushh you its fading so quick x,0
8,2,20,4,0,sorry wasn t invited,0
8,2,50,8,1,listening to the getaway plan missing them already,0
8,2,62,13,2,yes right now i have sundays mondays off untill i go to nights,0
8,2,122,24,0,i think that having garage sales are good but having to sift through the years of junk in the basement is making me sneeze,0
8,2,115,24,2,lol glow worm omg i wanted one of those but never got one im waiting for the my pet monster live action film myself,0
8,2,76,17,0,i feel your pain i ran a baby bunny out of his home with the mower yesterday,0
8,2,80,15,1,bahahahhaha quot jackk jackk quot i love the disneyworld advert d i wanna go now,0
8,2,18,4,0,feeling a bit shit,0
8,2,25,5,0,awww hope you feel better,0
8,2,70,17,0,my head is killing me and i feel as though i have too much to sort out,0
8,2,47,8,0,wtf i don t like differential equations anymore,0
8,2,57,11,0,last day with my class before we change everything so sad,0
8,2,33,8,0,i wish i could talk to my husband,0
8,2,48,10,0,has a coniving ex and my daughter suffers for it,0
8,2,121,26,0,at an appt in miami i m called by my maiden name then asked if they should change it to my married name hmm good question,0
8,2,79,17,0,going to the other side of the island for a few days won t have internet access,0
8,2,80,14,2,got chicken potatoes and rice for dinner eww school was hard got loadsa homework,0
8,2,93,19,0,my eye is all red and puffy and not to mention extremely ichy this stuff always happens to me,0
8,2,63,15,0,i know life is a cruel bitch and doesn t want us to be together,0
8,2,103,25,2,my muse has left me so no i haven t but i m hoping that will change soon cos it s really pissing me off,0
8,2,41,10,0,i hope this doesn t mean i m getting sick,0
8,2,116,23,1,okily dokily no worries hunnie so sorry to have woken you i feel bad anyway cos it s mostly begging again speak soon,0
8,2,36,6,4,celtics lost this sucks very unhappy,0
8,2,46,9,3,asa gani makita ang htaccess sa wp please help,0
8,2,60,13,4,my earphone has bid my goodbye i kept it sooo safely and yet,0
23,5,121,23,0,yeah thats pretty much true i didnt think the action was all that great but others seemed to enjoy the story went nowhere,0
23,5,39,9,0,pray for my brother don t ask just pray,0
23,5,42,9,6,yeeeeeaaaah that s right wasn t for me lol,0
23,5,96,23,2,i know i wish i could give him a hug so he could feel better we gotta get at least one in denver,0
23,5,51,12,0,lucky you it is wet and cold in lower south west au,0
23,5,23,4,1,isplayer has died sorry,0
23,5,58,15,0,now i have no place to lay my foot on i wonder who took it,0
23,5,25,5,0,they were for today sorry,0
23,5,16,2,0,itchy everywhere,0
23,5,26,6,0,ouch jerk fine i guess not,0
23,5,63,14,0,where were you guys i heard you were there but we never saw you,0
23,5,107,22,0,scrap that squash just got cancelled this cafe sounds nice but might be a bit crowded i prefer one on one s,0
23,5,48,13,0,have to get up in 5 1 2 hours night all zzzz zzz,0
23,5,18,3,0,that sounds sexist,0
23,5,123,26,0,i get miraines from the sun of all things the dr said all it was was being photosensitive so i really am a vampire of sorts,0
23,5,12,2,0,science exam,0
23,5,98,24,0,my name is amy i m only three my eyes are swollen i cannot see i must be stupid i must be bad what,0
23,5,62,11,0,omg public twitter ftw hahaha i miss twitter and the interwebz,0
23,5,134,26,0,omg thought i had dance prac today went home got dressed then found out it was canceled abit shattered i could ve went out wif friends,0
23,5,120,22,0,sunburn tweaking tweak tweak nose a runnin away 2scunthorpe 2day looking 4ward 2 wkend it s the smigsters b day old town,0
23,5,85,19,0,bah now i wish i went to san francisco with kwame this weekend miss u baby boiiii x x,0
23,5,44,11,0,me too i m about as musical as a house brick,0
23,5,44,10,0,it pains me to see him and the team struggle,0
23,5,6,2,0,me too,0
23,5,49,10,0,sick with flu on going misery for next few months,0
23,5,104,22,1,hehe i wont but when you have babies you better take advantage of the perks too i really want a baby lol,0
23,5,79,16,1,sucks doesn t it my old host would go down routinely at peak time sooo annoying,0
23,5,35,9,0,you were at santos i didn t see you,0
23,5,90,21,2,so this cleansing thing is a lil harder than i expected but i know i can do it 8 more days,0
23,5,21,6,0,i wish i wasnt so gay,0
23,5,27,5,0,sasha speaks about the loss,0
23,5,74,17,0,and my internet has failed me i guess its just time to go to bed nite yall,0
23,5,80,18,0,m very sad didn t get the result wch i expected sorry 2 all those who trusted me,0
23,5,86,18,0,so much fun with you tonight gonna miss ur face cant wait for ur bday duhhh yes please,0
23,5,63,13,1,sooooo burned apparently 40 mins in the sun is 40 mins too many,0
23,5,23,5,0,o the floodings are sad,0
23,5,7,1,0,mcgrath,0
23,5,75,18,1,i m jealous of all the k 8 students who don t have to go to school tomorrow,0
23,5,47,8,0,havex just ended partying with her assesin girl,0
23,5,19,3,0,helping lauren pack,0
23,5,76,14,4,omg there s another porn girl named jessie lee she s german and unattractive,0
23,5,92,22,2,my magic pill did not work good thing i have more that are not that old lol i am not a drugy,0
23,5,102,20,0,omg my sister went into labour at 27weeks be strong little locklan everything will be ok we all love u,0
23,5,99,20,0,watched the lakers tonight and kobe but they lost so i m but can t wait to see terminator salvation,0
23,5,34,8,1,i would love too but he already is,0
23,5,47,12,0,i ate some mold and now i don t feel so goooood,0
23,5,132,26,2,gah stupid home computer magnifies everything x72billion i m not a grandma i don t need the f ing large print i miss the dumb laptop,0
23,5,107,21,0,it s been ages since i watched tbbt himym and heroes my cousin has filled my 500gb external hdd with movies,0
23,5,22,5,0,at least they text you,0
23,5,68,15,0,too bad the rest of the movie sucked ok in my opinion only but still,0
23,5,71,15,0,is sad the only radio station he can get in pohara is national radio fb,0
23,5,9,2,0,epic fail,0
23,5,22,4,0,sorry on both accounts,0
23,5,24,7,1,why am i not a sleep yet,0
23,5,26,5,0,you forgot the funnel cake,0
23,5,105,26,5,i m off home to see my beatiful dog kelly and my sister s cat meeka i miss my kelly baby she s so old now,0
23,5,73,20,0,i miss u never call me i saw ur car last night at 11 30 pm where r u from,0
23,5,27,7,0,u knw u just broke my heart,0
23,5,29,8,0,is working in a no man s land,0
23,5,63,15,0,so tired and doesnt want 2 now go 2 work afta a day of teaching,0
23,5,127,28,0,kinda got solr cd replication working and now my brain is hurty looks like i can only sync every 5 mins so in prod its out 5 wt,0
23,5,23,4,1,isplayer has died sorry,0
23,5,43,9,0,agreed i was so bummed when it got canceled,0
23,5,67,14,0,keep scratching bites on my legs i don t want any more scars though,0
23,5,85,17,0,totally on the dark side right now all my mail just vanished from my mail program boo,0
23,5,65,14,0,rocky ll be missed here we don t want him to leave rugby leinster,0
23,5,25,6,0,off to work waay to early,0
23,5,76,15,0,soooo sean attempted to take photo of just me but failed cos my cameras dead,0
23,5,76,20,0,we will miss you glad i got to see you wish i d had a good question for ya p,0
23,5,105,24,0,the media seems to think the worst is behind us so they imply i think we haven t seen the worst of it yet,0
23,5,64,12,1,up early having lemsip hope i m feeling better for beyonce later,0
23,5,124,28,0,he plays this game i dunno the name but i we kept playing til all our money was in waps pile bitch lost like 15 bucks to him,0
23,5,93,19,0,it s difficult to go to a decision in griffin vs bonnar classic fight i keep knocking him out,0
23,5,8,1,0,saveearl,0
23,5,28,6,0,starting to get sick oh nooo,0
23,5,56,10,2,too much people ada twitter sudah it s getting overrated,0
23,5,47,10,0,get well jenn i totally know what it feels like,0
23,5,9,2,0,work soon,0
23,5,55,10,0,just got home from the hospital my grandma was admitted,0
23,5,39,8,0,i just watched the lakers but they lost,0
23,5,103,24,0,i still need you i still care about you i still feel you like i m right beside you and i still love you,0
23,5,33,8,0,i m gonna cry here comes the pain,0
23,5,58,12,0,my wrx doesnt go sideways in the rain like my skyline does,0
23,5,65,15,0,don t want to wake up i will end up having a spss nightmare again,0
23,5,24,6,0,quite a while i m afraid,0
23,5,48,11,0,i dont think the jb movie is coming to my cinema,0
23,5,123,27,1,i don t know whether this is going to work or not bloody shaped internet if it doesn t i will still upload it amp just wont,0
23,5,63,13,0,it was a great american idol finale pity adam didn t win though,0
23,5,110,27,3,haha better not be but when is yours i cant go to ours im gonna be out of town it sucks but did u get ur dress,0
23,5,80,22,0,i agree but it isn t adium doing it it s blip fm and i can t seem to turn it off,0
23,5,91,20,0,well your day has to be better then mine i fell down my stairs in the backyard and it hurts,0
23,5,25,7,0,hmmm i ll be gone by then,0
23,5,23,6,1,i am soo tired and sick,0
23,5,30,7,0,awww charms i m gonna miss you,0
23,5,30,7,0,so sad you guys are going away,0
23,5,44,10,0,i cant find anything kita what am i gonna do,0
23,5,115,23,0,will do i have got to see him speak someday keep getting booked at the same time or just plain missing his sessions,0
23,5,113,26,0,it ll be on the comedy central website for sure it s okay but you should still try to get on aim for a little bit,0
23,5,16,3,0,hates being away,0
23,5,34,8,0,awsome night too bad it had to end,0
23,5,102,21,0,what have you started me on i ve been on this damn site all night and ihave an early deadline tomorrow,0
23,5,107,24,0,jason mraz anoop and now an alex with him too it s all about the love for a child right sad stories all day,0
23,5,132,27,0,just woke up after a bad nights sleep to my 14yr old reciting word 4 word what happened in the inbetweeners last night ho hum wf lol,0
23,5,23,5,0,sorry to hear that dude,0
23,5,74,16,0,she s such a good friend and she leaving i ll be crying at school tomorrow,0
23,5,50,8,0,watched quot the international quot what a letdown,0
23,5,86,17,0,this is not fair all the schools round herd are off today except ours goodbye year 11s,0
23,5,75,16,0,um twittering right my first time on here but also i can t sleep like usual,0
23,5,70,16,1,it s supposed to be in the high 60s here but i will not be discouraged,0
23,5,130,29,0,home is really boring im home by my self tash is at work cass is at work daniel at the gym and mum and dad are getting coffee bleh,0
23,5,82,18,1,i know how you feel i was a loner yesterday because my 3 best friends have left me,0
23,5,46,10,0,i m getting your emails you ain t getting mine,0
23,5,75,16,0,morning everyone god do i feel rough this morning curry and me don t get on,0
23,5,41,10,0,i am lost please help me find a good home,0
23,5,103,22,0,tf2 has updated but its way to late to play looks like i ll be spying and sniping my heart out tomorrow,0
23,5,47,8,0,i have to go soooooooon science science science,0
23,5,55,10,0,is preparing himself before going back to his own place,0
23,5,65,12,0,kingsford smith dr is a crawl so much for early friday bnetraffic,0
23,5,111,24,2,gah i m almost 20 i feel old when i see little kids walking and talking i remember a time before they were born,0
23,5,49,11,1,noo i am too just cause you talked about it ahaha,0
23,5,68,17,0,ok tao had two shot outs in this song 10 but the song is no bueno 20,0
23,5,126,30,0,i finished the main story in fable2 and i don t know what to to with myself other than i need to find a way to get my dog back,0
23,5,30,6,0,i just broke my nail intensely,0
23,5,23,4,1,isplayer has died sorry,0
23,5,122,24,1,no no eyeshadow pallet they usually don t give me presents until my birthday party but they re broke so i need that pallet,0
23,5,131,24,0,problem with living at home in the suburbs it is difficult to get to a bed after excessive imbibing happens and trains stop running,0
23,5,36,7,0,watching raven wanting to give a hug,0
23,5,36,8,0,i know such a cutie even when crying,0
23,5,26,6,0,who is pissin you off dude,0
23,5,83,16,0,is bummed his cash strapped situation has forced him to be grounded and not in brak,0
23,5,93,18,1,loved chelsea flower show 1st ever visit now my garden seems tiny why won t my jasmine flower,0
23,5,60,12,3,had to cancel stupid cml got in the way but meeting tomorrow,0
23,5,38,7,0,justin getting ready for the last time,0
23,5,117,25,2,you re welcome urgh this feels way too early to be up after my 2 days off yes yes yes mega house warming party please,0
23,5,74,12,0,will have to instigate the quot disable account quot procedure later today,0
23,5,47,11,0,i wish i was married too we are both losers lol,0
23,5,130,23,0,my son is such a breakfast moocher no matter what he gets mine always looks better unfortunately this doesn t work with vegetables,0
23,5,111,22,1,there should be rule that my boyfriend should have to answer his phone during all hours of the night i m lonely,0
23,5,112,27,0,is in misery it s too hot to sleep and the pollen is killing me but i can t shut the window because it s too hot,0
23,5,123,26,0,bummer you have to wait a year think on the plus side you get to see him for one lasttime before he retiries be amazing xxx,0
23,5,11,3,0,this is why,0
23,5,119,22,1,good morning woke up completely exhausted 5th morning in a row after a solid nightmare noo idea why but its really bleh,0
23,5,102,18,0,10 confirmed cases of swine flu in australia 15 year old adeliade girl tested positive im soooo scared,0
23,5,60,15,0,ok so how about i got into an accident on my way to the club,0
23,5,45,10,0,fuck dis months cell phone bill ain t no joke,0
23,5,112,24,2,wow u showed up 2nite u should have been a fly bruce his kids amp ur kids deserve much better do the right thing,0
23,5,84,16,0,we been invited to captains party tonight got to wear a tux however what a parlavour,0
23,5,63,13,0,totally up for the some violent femmes only i cannot find my cd,0
23,5,97,20,2,aw i think the same things i try to talk to them if they re alone okay goodnight tweetiepies mwah,0
23,5,47,10,2,is sad poor adam really hoped he would win idol,0
23,5,91,18,5,my mother has a cold lets hope i dnt get it ahaha watching jerry springer jerry jerry jerry,0
23,5,105,21,0,no not keith olbermann he annoy me anyhow i m hitting the hey we will continue our tweat tmrw sweet dream,0
23,5,131,29,0,heyy just went shopping so over it now and i cant even drive becuase dads banned me from my car so he drove it and i cant drive his,0
23,5,17,5,5,i can t sleep why,0
23,5,63,13,0,how come you didn t perform with back up dancers in new zealand,0
23,5,109,24,1,just got back from buying a new phone and i get a call to say that some people found shane s phone 300 wasted,0
23,5,121,28,0,whyyyy am i still up it s 2 30 and i m still writing an english paper i think i ll just sleep in every class tomorrow yah,0
23,5,118,22,1,can t believe she had such a frustrating work conversation so close to going home time it will spoil the whole weekend,0
23,5,47,11,0,i can t some people get that man pouch with age,0
23,5,55,12,0,haha yes sorry next time i will get more people to play,0
23,5,102,18,0,would love to go but godzilla that night what time does it start end city revelry afterwards perchance,0
23,5,106,24,0,i wish i had some cash i want to go to vinyl tomorrow night for drinks maybe dad will gift me where you at,0
23,5,45,12,0,no you don t i don t help you out sorry honey,0
23,5,91,19,0,the new taking back sunday record is a bit of let down still some decent songs on it though,0
23,5,99,20,3,textin the cupcake upset that he went out to the club he got sum explainin to do square bidness lol,0
23,5,100,21,0,girl that tooth is a killer mine been tryna come out for years and it gets me sick everytime it trys,0
23,5,11,2,0,shakes head,0
23,5,79,12,0,beautiful sunshine in paihia this morning rain in auckland tonight holiday over,0
23,5,114,24,0,i don t want him to go eitherrr it s so depressinggg he s booked amp everythinggg i think he s leaving september 3,0
23,5,21,5,0,you too off to london,0
23,5,107,19,0,just home from a terrific and we said goodbye to cute cuddly chris plata our youngest contestant always sad,0
23,5,99,20,0,nooooooooo but it is down that block i had to park down the st and walk home awesome safety officer,0
23,5,112,23,0,went to dentist yesterday got teeth cleaned now one of my teeth won t stop hurting needs a root canal done on it,0
23,5,64,15,0,lunch rush is over no more nice bums to perve on ohp there s one,0
23,5,57,12,2,home passin out being abused be my friend owww she s mean,0
23,5,120,24,0,i love your neotokyo stone too i baught every different energy drink they have i got 2 free but they all tasted the same,0
23,5,84,17,0,are sbdrinks happening in melb anymore is out of town so i haven t heard of anything,0
23,5,93,22,0,i have a headache and i have youth 2nite ohh nooo i dont want to be down in the dumps 4 youth,0
23,5,18,4,0,sorry to hear that,0
23,5,52,12,0,it s very sad to watch other people do what you love,0
23,5,36,7,0,am at work all alone cranking sounds,0
23,5,31,7,0,my room feels so empty and cold,0
23,5,61,13,0,ready for bed this vacation is close to bein over 3 more days,0
23,5,125,24,0,technically they told her she miscarried since she was only 20wks gest she did get to hold her though they re looking into it,0
23,5,71,15,0,tried really hard to stay and socialize but i m sort of a hermit lately,0
23,5,110,21,0,upload didn t solve my problems sonysucks so back to the drawing board to start from square one in the morning,0
23,5,95,19,1,does anybody know where quot 4eva gutta quot gets the hair for her ads she wont tell halp pwese,0
23,5,17,3,0,german today lies,0
23,5,85,17,0,ive been kissing my teeth on purpose to listen to them say steup but it never happens,0
23,5,30,8,0,hahha i know my ma dnt love me,0
23,5,114,26,1,icuthar thanks for the email you said you d be online i m boored and i need ideas for an oc my art is flatline atm,0
23,5,54,10,0,im on the episode of scrubs where jordans brother dies,0
23,5,63,11,0,at airport in beijing vancouver awaits but the damn lakers lost,0
23,5,21,5,0,i ve missed this song,0
23,5,34,8,0,i feel for you i hate those things,0
23,5,10,2,10,exams suck,0
23,5,60,13,0,call my fone asap cuz sumbody cakin hard on my shit rite now,0
23,5,92,22,2,y did i do this to myself crushed numb stupid and hurt is not even close to how i feel f you,0
23,5,62,13,0,i deal with that every other morning thanks to ranza i m sorry,0
23,5,10,2,0,wtf thanks,0
23,5,96,20,0,i was going to finish up my review of the ascaso duo but apparently they changed it 2 months ago,0
23,5,19,4,0,hate these am exams,0
23,5,119,29,0,i cannot deny it any longer i have the flu but i m at my mommy s house sipping tea and curled up in the bed with the mr,0
23,5,10,2,0,lol batman,0
23,5,23,4,1,isplayer has died sorry,0
23,5,71,15,0,i m sad that without a trace will be canceled one of greatest tv series,0
23,5,48,12,0,i m sorry to hear that hate it when you feel bad,0
23,5,101,19,3,driving past 264647883736 atms just so we can find the actual bank i wanna be at marathon mas tequila,0
23,5,73,18,0,how the hell am i gonna have a late one tonight when i ve been up since 6,0
23,5,31,7,0,wow revision3 com is one big ad,0
23,5,31,6,0,entertain my bordem i cnt sleep,0
23,5,79,16,2,argh being sick sucks my head hurts my throat hurts and i feel like throwing up,0
23,5,71,14,0,i cant believe quot the game quot is cancelled it was just getting good,0
23,5,91,19,3,rocky ll be missed here we don t want him to leave rugby leinster via really rocky is cocky,0
23,5,20,5,0,not got radio on now,0
23,5,48,11,0,green day or warped i don t have moneys for both,0
23,5,76,16,0,fml first memorial day back in the states in god knows how long and im alone,0
23,5,49,10,0,my poor sick baby can not breath through his nose,0
23,5,112,27,4,ello sweetiiiieee i ve not been on here a great deal this week i guess i m ok tho how s you hood week so far xxx,0
23,5,105,20,0,oh shit isn t it poker night at your place tonite i m fighting zombiedeath it lurks in thee shadowsssssss,0
23,5,42,7,1,leavin soon btw its freezin here pendleton,0
23,5,53,11,0,it really sucks when you realize some things i m done,0
23,5,107,23,2,found out maya was cheating that ending part was soo full of emotions i miss the show wat is in store for u,0
23,5,76,16,0,just stepped on a sticker ouch at least it didn t break and leave a splinter,0
23,5,13,4,0,aw i want tea,0
23,5,75,15,2,cnt sleep sinuses actin up da common cold is takin effect not pleased i say,0
23,5,30,6,0,not having a good marriage day,0
23,5,62,11,2,hahaha oh noes my multiple characters ing freaks you outs noes,0
23,5,95,20,0,i hate this city sometimes no power last night all night sigh am so tired it hurts when i blink,0
23,5,20,5,0,i just hate this day,0
23,5,60,14,4,dude u guys bought a boat omg awesome man ahh take me with u,0
23,5,38,6,0,umm french speaking roleplay today waa,0
23,5,126,26,0,i would like to inform you all that my piece of shit phone has now been completely dismembered leave me a tweet if you need me,0
23,5,80,18,0,just finished the most bad ass swing dress if it were a size smaller i d keep it,0
23,5,16,4,0,why did you puke,0
23,5,71,17,0,it cost me 20 dollars to get in that club so i was broke all over again,0
23,5,115,22,0,i had so much fun tonight i have the best most entertaining and talented friends ever i might miss noller after all,0
23,5,14,3,0,last day today,0
23,5,74,15,0,yeyyy we got confused it was supposed to be the last saturday of the month,0
23,5,57,11,0,has begun counting the strands of her haid due to boredom,0
23,5,32,7,0,i lost my 021 charger last night,0
23,5,126,27,0,noooo they cut holly well well i finally found where to buy her skater socks anyway i only have a b w pair and theyre worn out,0
23,5,48,11,3,needs to finish albi arghh but i ran out of glue,0
23,5,124,20,0,heard that homeless population especially among younger folks has really grown in jpn over the past year noticeably true sad,0
23,5,57,12,0,i just did something terrible to my back this is not good,0
23,5,114,20,1,many many recommendations since 07 what you re seeing is lack of updating things on website yep website needs attn,0
